Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Ganhadores_14_Numeros;Ganhadores_13_Numeros;Ganhadores_12_Numeros;Ganhadores_11_Numeros;Valor_Rateio_15_Numeros;Valor_Rateio_14_Numeros;Valor_Rateio_13_Numeros;Valor_Rateio_12_Numeros;Valor_Rateio_11_Numeros;Acumulado_15_Numeros;Estimativa_Premio;Valor_Acumulado_Especial;Pares;Impares;N_Primos
170;21/11/2006;01;03;04;05;06;07;08;10;13;16;18;20;22;23;25;0,00;1;614;25288;329486;1467483;0;0;0;0;0;0;0;0;8;7;5
171;23/11/2006;01;03;04;10;11;12;13;15;16;17;21;22;23;24;25;0,00;4;268;9173;148445;853294;0;0;0;0;0;0;0;0;6;9;5
172;27/11/2006;01;02;04;06;07;09;10;11;12;13;18;20;21;22;25;0,00;1;491;15871;198340;1108489;0;0;0;0;0;0;0;0;8;7;4
173;30/11/2006;02;03;04;05;07;08;11;15;19;20;21;22;23;24;25;0,00;0;245;10219;148861;869873;0;0;0;0;0;0;0;0;6;9;7
174;04/12/2006;01;02;04;07;09;10;11;12;13;15;17;20;23;24;25;0,00;11;1312;35908;358227;1677488;0;0;0;0;0;0;0;0;6;9;6
175;07/12/2006;02;03;05;06;07;11;12;13;14;15;16;18;19;21;24;0,00;2;267;11214;149794;846444;0;0;0;0;0;0;0;0;7;8;7
176;11/12/2006;02;04;10;11;12;13;15;16;17;18;21;22;23;24;25;0,00;1;807;33717;236870;1292800;0;0;0;0;0;0;0;0;8;7;5
177;14/12/2006;02;06;07;08;10;11;13;15;16;17;19;20;21;23;24;0,00;2;513;17607;189127;1003314;0;0;0;0;0;0;0;0;7;8;7
178;18/12/2006;02;03;04;06;08;09;10;14;16;19;20;21;23;24;25;0,00;1;283;13048;190022;1115303;0;0;0;0;0;0;0;0;9;6;4
179;21/12/2006;02;03;04;05;07;09;13;14;15;17;19;22;23;24;25;0,00;6;1085;31036;321695;1307885;0;0;0;0;0;0;0;0;5;10;8
180;26/12/2006;01;02;03;04;05;06;07;08;10;11;15;17;20;24;25;0,00;13;7687;18027;183658;1062910;0;0;0;0;0;0;0;0;7;8;6
181;28/12/2006;01;04;05;06;07;08;14;15;16;17;19;20;21;22;23;0,00;2;360;9926;121305;708743;0;0;0;0;0;0;0;0;7;8;5
182;02/01/2007;02;03;04;07;08;09;11;13;14;17;19;21;22;23;25;0,00;7;928;23347;253900;1053677;0;0;0;0;0;0;0;0;5;10;8
183;04/01/2007;02;04;06;07;08;11;13;14;16;19;20;21;23;24;25;0,00;4;424;13906;182663;839141;0;0;0;0;0;0;0;0;8;7;6
184;08/01/2007;01;03;07;08;09;10;11;15;16;17;18;19;21;23;25;0,00;3;423;43275;270561;1208438;0;0;0;0;0;0;0;0;4;11;6
185;11/01/2007;01;02;04;06;07;08;09;11;12;15;17;19;20;23;25;0,00;3;489;16699;211910;1027602;0;0;0;0;0;0;0;0;6;9;6
186;15/01/2007;02;04;05;06;11;12;13;16;17;18;19;22;23;24;25;0,00;2;338;13786;217999;1189905;0;0;0;0;0;0;0;0;8;7;7
187;18/01/2007;01;03;11;12;13;15;16;17;18;19;21;22;23;24;25;0,00;2;636;53783;192863;1064100;0;0;0;0;0;0;0;0;5;10;6
188;22/01/2007;02;03;05;08;10;11;13;16;19;20;21;22;23;24;25;0,00;6;515;19440;252304;1384753;0;0;0;0;0;0;0;0;7;8;7
189;25/01/2007;01;02;04;05;06;07;09;13;16;18;19;20;22;23;24;0,00;2;324;16766;159294;930299;0;0;0;0;0;0;0;0;8;7;6
190;29/01/2007;01;03;04;05;07;08;11;13;14;15;16;18;19;23;24;0,00;3;583;19039;240715;1257119;0;0;0;0;0;0;0;0;6;9;7
191;01/02/2007;02;05;08;09;10;12;13;15;17;18;19;20;21;22;23;0,00;1;412;15024;213016;997044;0;0;0;0;0;0;0;0;7;8;6
192;05/02/2007;01;02;03;04;05;06;11;13;14;15;16;21;22;23;24;0,00;3;754;34386;197879;1082451;0;0;0;0;0;0;0;0;7;8;6
193;08/02/2007;01;02;03;04;05;08;09;10;14;15;16;19;20;21;25;0,00;2;316;11974;141482;846030;0;0;0;0;0;0;0;0;7;8;4
194;12/02/2007;02;07;08;09;10;12;13;14;15;17;18;21;22;23;25;0,00;1;354;14957;233715;1231332;0;0;0;0;0;0;0;0;7;8;5
195;15/02/2007;02;03;04;06;07;08;09;11;12;14;17;18;19;22;23;0,00;10;1073;38496;230650;1015550;0;0;0;0;0;0;0;0;8;7;7
196;22/02/2007;02;03;04;05;10;14;15;16;17;19;20;22;23;24;25;0,00;1;323;13239;208826;1170750;0;0;0;0;0;0;0;0;8;7;6
197;26/02/2007;03;04;05;06;07;08;09;10;12;13;18;20;21;22;23;0,00;4;451;16365;189310;1075584;0;0;0;0;0;0;0;0;8;7;5
198;01/03/2007;01;02;04;05;06;07;13;14;15;16;17;18;20;21;25;0,00;3;283;10301;141305;840903;0;0;0;0;0;0;0;0;7;8;5
199;05/03/2007;01;02;03;04;05;06;09;11;12;15;19;20;21;22;23;0,00;1;381;13664;178579;1124850;0;0;0;0;0;0;0;0;6;9;6
200;08/03/2007;01;02;04;05;08;09;11;12;13;14;15;16;21;23;24;0,00;2;280;12673;191340;1015452;0;0;0;0;0;0;0;0;7;8;5
201;12/03/2007;01;02;04;05;08;09;10;11;12;13;14;15;19;20;22;0,00;4;614;22333;262852;1261685;0;0;0;0;0;0;0;0;8;7;5
202;15/03/2007;01;03;05;10;11;13;14;16;17;18;19;21;22;23;24;0,00;0;269;12150;175505;1105371;0;0;0;0;0;0;0;0;6;9;7
203;19/03/2007;01;02;03;04;05;06;07;12;13;14;17;18;23;24;25;0,00;15;1447;32382;318444;1557370;0;0;0;0;0;0;0;0;7;8;7
204;22/03/2007;02;03;04;05;07;08;11;14;15;16;17;22;23;24;25;0,00;4;566;20023;239733;1095166;0;0;0;0;0;0;0;0;7;8;7
205;26/03/2007;02;03;04;09;10;11;12;14;15;16;17;18;21;22;25;0,00;1;322;11225;159125;963861;0;0;0;0;0;0;0;0;8;7;4
206;29/03/2007;02;03;05;08;09;11;12;13;14;15;16;17;20;21;22;0,00;2;270;10506;142271;908597;0;0;0;0;0;0;0;0;7;8;6
207;02/04/2007;01;02;03;04;06;09;10;12;13;14;15;17;19;20;22;0,00;1;364;14813;231395;1202103;0;0;0;0;0;0;0;0;8;7;5
208;05/04/2007;01;03;04;06;07;09;10;11;12;14;15;16;19;23;24;0,00;2;381;12101;149390;870271;0;0;0;0;0;0;0;0;7;8;5
209;09/04/2007;01;03;05;06;07;09;10;14;15;18;19;21;22;24;25;0,00;3;267;11913;161154;926604;0;0;0;0;0;0;0;0;6;9;4
210;12/04/2007;03;05;07;09;10;11;13;14;15;16;18;21;22;23;24;0,00;2;533;18516;224602;1065835;0;0;0;0;0;0;0;0;6;9;6
211;16/04/2007;01;02;04;06;08;10;11;12;14;16;17;18;22;24;25;0,00;12;2051;36077;258629;1136150;0;0;0;0;0;0;0;0;11;4;3
212;19/04/2007;01;03;04;06;08;09;10;11;12;14;16;19;20;22;23;0,00;3;497;18605;187834;953316;0;0;0;0;0;0;0;0;9;6;4
213;23/04/2007;01;03;04;05;08;09;10;11;16;18;19;21;23;24;25;0,00;0;331;13114;188730;1138481;0;0;0;0;0;0;0;0;6;9;5
214;26/04/2007;01;02;03;04;09;11;13;14;15;18;19;20;22;24;25;0,00;2;386;21187;225619;1305857;0;0;0;0;0;0;0;0;7;8;5
215;30/04/2007;01;03;04;05;07;09;11;12;14;15;17;18;19;23;25;0,00;4;1009;35510;302969;1254385;0;0;0;0;0;0;0;0;4;11;7
216;03/05/2007;02;03;04;05;06;07;09;10;11;13;17;19;21;24;25;0,00;3;479;17238;215394;1040245;0;0;0;0;0;0;0;0;5;10;8
217;07/05/2007;02;03;04;05;06;07;09;10;11;12;16;17;19;21;25;0,00;2;548;39451;196007;1096546;0;0;0;0;0;0;0;0;6;9;7
218;10/05/2007;02;05;07;08;11;12;13;14;15;16;17;20;21;22;25;0,00;1;349;20284;151533;942198;0;0;0;0;0;0;0;0;7;8;6
219;14/05/2007;02;03;06;08;09;11;14;16;17;18;19;22;23;24;25;0,00;1;334;14810;202799;1139236;0;0;0;0;0;0;0;0;8;7;6
220;17/05/2007;05;09;10;12;13;14;15;16;17;18;20;21;23;24;25;0,00;0;275;12225;180556;912407;0;0;0;0;0;0;0;0;7;8;4
221;21/05/2007;01;02;03;06;07;08;10;12;16;17;19;20;21;23;25;0,00;2;382;16379;218172;1280912;0;0;0;0;0;0;0;0;7;8;6
222;24/05/2007;01;03;04;05;06;07;08;09;12;15;18;21;22;23;24;0,00;1;232;9982;160368;915510;0;0;0;0;0;0;0;0;7;8;4
223;28/05/2007;02;04;07;09;10;11;12;13;14;16;20;21;22;23;24;0,00;0;371;15354;198520;1110738;0;0;0;0;0;0;0;0;9;6;5
224;31/05/2007;04;06;08;09;10;11;12;13;15;18;19;20;21;23;24;0,00;4;364;14879;202689;1195711;0;0;0;0;0;0;0;0;8;7;4
225;04/06/2007;01;02;03;05;07;08;13;14;15;18;19;20;22;23;25;0,00;3;912;29008;279442;1416966;0;0;0;0;0;0;0;0;6;9;7
226;08/06/2007;04;05;08;10;11;13;14;15;16;17;18;19;20;21;25;0,00;1;238;9088;135676;887477;0;0;0;0;0;0;0;0;7;8;5
227;11/06/2007;01;05;07;08;09;10;12;14;15;17;18;19;20;21;22;0,00;3;313;12127;168590;958513;0;0;0;0;0;0;0;0;7;8;4
228;14/06/2007;02;04;10;11;12;13;14;15;16;17;18;19;20;24;25;0,00;7;510;12306;199913;991171;0;0;0;0;0;0;0;0;9;6;5
229;18/06/2007;02;06;08;09;10;11;12;13;14;15;16;17;20;23;25;0,00;3;322;12883;210219;1189925;0;0;0;0;0;0;0;0;8;7;5
230;21/06/2007;01;02;03;04;05;06;08;10;11;13;14;15;17;22;24;0,00;1;656;21649;267144;1107051;0;0;0;0;0;0;0;0;8;7;6
231;25/06/2007;01;02;05;06;07;10;12;15;16;17;18;19;21;24;25;0,00;1;366;14413;170116;1009785;0;0;0;0;0;0;0;0;7;8;5
232;28/06/2007;04;05;06;09;11;12;13;14;16;17;18;21;23;24;25;0,00;1;252;10957;164814;946981;0;0;0;0;0;0;0;0;7;8;5
233;02/07/2007;01;02;03;04;05;06;07;08;09;12;13;14;17;19;21;0,00;8;820;24183;291569;1234674;0;0;0;0;0;0;0;0;6;9;7
234;05/07/2007;01;02;03;04;05;09;11;12;13;14;15;17;21;22;24;0,00;1;676;39252;226627;1231982;0;0;0;0;0;0;0;0;6;9;6
235;09/07/2007;01;08;10;12;13;14;15;16;17;18;19;21;23;24;25;0,00;4;475;16531;263639;1103205;0;0;0;0;0;0;0;0;7;8;4
236;12/07/2007;01;03;04;05;07;08;09;12;13;15;16;21;22;23;25;0,00;0;359;16808;225582;1248389;0;0;0;0;0;0;0;0;5;10;5
237;16/07/2007;04;05;06;07;09;12;13;15;16;18;19;20;21;22;23;0,00;5;759;22024;267999;1388224;0;0;0;0;0;0;0;0;7;8;5
238;19/07/2007;01;03;04;06;11;12;13;14;15;17;19;20;21;23;24;0,00;1;319;12604;177262;1112538;0;0;0;0;0;0;0;0;6;9;6
239;23/07/2007;01;03;05;06;07;09;10;13;14;15;16;19;22;23;25;0,00;4;736;22562;264149;1294387;0;0;0;0;0;0;0;0;5;10;6
240;26/07/2007;01;02;04;09;10;11;13;14;15;16;18;19;21;22;23;0,00;1;395;14664;181955;1027526;0;0;0;0;0;0;0;0;7;8;5
241;30/07/2007;03;04;05;08;09;12;13;14;15;17;20;21;23;24;25;0,00;6;550;18840;248779;1368593;0;0;0;0;0;0;0;0;6;9;5
242;02/08/2007;02;05;06;08;09;13;14;15;16;17;18;19;21;22;23;0,00;2;500;16629;210405;1126014;0;0;0;0;0;0;0;0;7;8;6
243;06/08/2007;01;02;03;04;05;07;12;13;16;17;18;20;21;23;25;0,00;0;395;15691;239166;1305797;0;0;0;0;0;0;0;0;6;9;7
244;09/08/2007;03;05;06;07;09;10;11;12;14;15;18;20;21;22;24;0,00;4;654;22161;252057;1277102;0;0;0;0;0;0;0;0;8;7;4
245;13/08/2007;01;02;06;07;09;10;11;12;14;15;16;18;19;24;25;0,00;1;397;17309;203970;1148741;0;0;0;0;0;0;0;0;8;7;4
246;16/08/2007;01;04;05;07;08;09;10;12;13;15;17;18;21;24;25;0,00;2;646;17875;209948;1210961;0;0;0;0;0;0;0;0;6;9;4
247;20/08/2007;01;02;03;04;07;08;09;14;15;16;17;19;22;23;25;0,00;1;746;22515;262704;1367044;0;0;0;0;0;0;0;0;6;9;6
248;23/08/2007;01;02;05;08;09;10;11;12;13;15;16;19;20;21;25;0,00;5;568;18679;213407;1182527;0;0;0;0;0;0;0;0;6;9;5
249;27/08/2007;04;05;07;08;09;10;12;14;15;17;18;21;22;23;25;0,00;4;456;20710;240312;1246804;0;0;0;0;0;0;0;0;7;8;4
250;30/08/2007;01;02;03;05;09;10;12;13;15;16;17;18;19;21;23;0,00;1;456;20409;248997;1315442;0;0;0;0;0;0;0;0;5;10;7
251;03/09/2007;03;04;05;06;09;10;13;15;16;18;19;21;22;23;25;0,00;3;546;18852;250206;1373895;0;0;0;0;0;0;0;0;6;9;5
252;06/09/2007;02;03;04;06;08;11;14;15;17;18;19;22;23;24;25;0,00;1;578;23054;215463;1143748;0;0;0;0;0;0;0;0;8;7;6
253;10/09/2007;01;04;05;06;07;08;11;12;13;15;18;19;21;22;23;0,00;3;467;15696;205230;1103731;0;0;0;0;0;0;0;0;6;9;6
254;13/09/2007;02;03;04;05;06;07;08;09;11;13;14;15;16;20;23;0,00;4;344;14579;247017;1172541;0;0;0;0;0;0;0;0;7;8;7
255;17/09/2007;01;02;03;04;06;09;10;14;15;16;17;21;22;23;24;0,00;3;426;13725;186470;1138744;0;0;0;0;0;0;0;0;8;7;4
256;20/09/2007;01;02;06;07;08;09;10;12;13;15;16;18;20;22;24;0,00;6;458;17563;205198;1057444;0;0;0;0;0;0;0;0;10;5;3
257;24/09/2007;01;03;06;07;09;10;12;13;14;16;17;18;19;22;24;0,00;2;600;20544;242288;1285535;0;0;0;0;0;0;0;0;8;7;5
258;27/09/2007;02;04;05;06;09;12;13;14;17;19;20;21;22;24;25;0,00;6;877;21971;214688;1070083;0;0;0;0;0;0;0;0;8;7;5
259;01/10/2007;03;05;06;07;08;09;10;15;18;19;20;21;22;24;25;0,00;0;293;15192;173008;1099965;0;0;0;0;0;0;0;0;7;8;4
260;04/10/2007;01;03;04;05;06;07;08;09;11;13;14;18;19;20;24;0,00;1;422;19243;268373;1601008;0;0;0;0;0;0;0;0;7;8;6
261;08/10/2007;01;02;04;05;06;07;11;13;15;16;17;19;20;21;25;0,00;2;599;27065;281319;1393103;0;0;0;0;0;0;0;0;5;10;7
262;11/10/2007;03;04;06;07;08;09;12;13;14;15;17;20;21;23;24;0,00;1;461;23646;215284;1197030;0;0;0;0;0;0;0;0;7;8;5
263;15/10/2007;01;04;07;08;09;10;11;14;15;16;18;19;21;23;24;0,00;0;550;17780;199155;1014306;0;0;0;0;0;0;0;0;7;8;4
264;18/10/2007;01;03;04;06;08;09;12;13;16;19;20;21;22;23;25;0,00;6;748;21472;254846;1382097;0;0;0;0;0;0;0;0;7;8;4
265;22/10/2007;01;05;07;08;11;12;13;15;16;17;18;19;20;22;24;0,00;0;366;15895;206626;1269650;0;0;0;0;0;0;0;0;7;8;6
266;25/10/2007;01;03;04;05;06;07;09;11;14;15;18;19;21;22;24;0,00;5;819;28035;294716;1476164;0;0;0;0;0;0;0;0;6;9;5
267;29/10/2007;02;03;04;05;06;09;11;12;13;14;15;17;21;23;24;0,00;2;580;25552;296938;1419919;0;0;0;0;0;0;0;0;6;9;7
268;01/11/2007;05;06;07;08;09;10;12;14;15;16;18;19;20;23;25;0,00;1;458;15704;216481;1132430;0;0;0;0;0;0;0;0;8;7;4
269;05/11/2007;01;02;04;06;10;13;14;15;16;17;18;19;22;23;24;0,00;1;357;13740;208513;1166041;0;0;0;0;0;0;0;0;9;6;5
270;08/11/2007;01;03;04;05;06;07;08;09;14;16;18;19;23;24;25;0,00;0;456;18099;265177;1328618;0;0;0;0;0;0;0;0;7;8;5
271;12/11/2007;01;02;04;05;06;08;11;12;16;18;19;20;21;24;25;0,00;6;449;19649;247576;1409801;0;0;0;0;0;0;0;0;9;6;4
272;16/11/2007;01;02;04;05;08;09;11;12;13;15;17;20;23;24;25;0,00;6;872;27833;240292;1166264;0;0;0;0;0;0;0;0;6;9;6
273;19/11/2007;01;05;06;07;10;12;15;16;17;18;19;20;21;24;25;0,00;2;4551;12563;161163;1034372;0;0;0;0;0;0;0;0;7;8;4
274;22/11/2007;02;04;05;06;07;10;11;12;14;15;17;20;21;23;25;0,00;4;645;18874;202897;1037963;0;0;0;0;0;0;0;0;7;8;6
275;26/11/2007;01;03;05;06;08;09;10;11;12;14;15;17;18;20;22;0,00;2;657;19774;226330;1222935;0;0;0;0;0;0;0;0;8;7;4
276;29/11/2007;02;03;04;05;07;10;11;12;13;17;18;19;20;22;25;0,00;3;312;14987;188284;1058898;0;0;0;0;0;0;0;0;7;8;8
277;03/12/2007;02;04;09;10;11;12;13;14;16;17;21;22;23;24;25;0,00;4;525;22011;213076;1251270;0;0;0;0;0;0;0;0;8;7;5
278;06/12/2007;01;02;03;05;06;09;11;12;13;15;17;19;21;23;25;0,00;25;4310;76727;426871;1443593;0;0;0;0;0;0;0;0;3;12;8
279;10/12/2007;01;02;03;05;06;09;10;11;12;13;17;18;19;22;23;0,00;3;804;23945;306944;1412942;0;0;0;0;0;0;0;0;6;9;8
280;13/12/2007;03;04;05;06;09;10;11;13;15;16;17;19;20;24;25;0,00;7;1779;17395;224021;1249554;0;0;0;0;0;0;0;0;6;9;6
281;17/12/2007;01;02;03;04;08;09;10;11;12;14;15;17;19;23;25;0,00;6;683;24788;310715;1611578;0;0;0;0;0;0;0;0;6;9;6
282;20/12/2007;02;03;04;07;08;11;12;13;15;16;19;20;21;22;25;0,00;5;474;14750;190462;1120400;0;0;0;0;0;0;0;0;7;8;6
283;22/12/2007;01;02;04;06;08;09;10;11;12;13;19;20;22;23;24;0,00;5;359;11743;140718;677731;0;0;0;0;0;0;0;0;9;6;5
284;27/12/2007;01;03;05;06;07;11;12;13;15;17;19;21;22;23;25;0,00;7;3392;89618;409708;1452685;0;0;0;0;0;0;0;0;3;12;8
285;29/12/2007;01;04;05;08;09;10;11;12;13;14;15;16;19;22;23;0,00;3;338;13308;131095;794186;0;0;0;0;0;0;0;0;7;8;5
286;03/01/2008;01;02;03;04;07;09;10;11;12;13;19;21;23;24;25;0,00;3;729;27687;296552;1434986;0;0;0;0;0;0;0;0;5;10;7
287;07/01/2008;02;05;06;07;10;12;13;15;16;17;18;21;22;23;25;0,00;5;528;17308;223741;1228506;0;0;0;0;0;0;0;0;7;8;6
288;10/01/2008;01;02;03;04;06;09;10;12;13;14;15;18;19;24;25;0,00;1;504;18396;224846;1284701;0;0;0;0;0;0;0;0;8;7;4
289;14/01/2008;01;02;03;04;06;08;09;10;12;14;15;17;19;22;24;0,00;14;1421;34554;333071;1433297;0;0;0;0;0;0;0;0;9;6;4
290;17/01/2008;01;02;05;06;07;09;11;12;13;14;17;20;21;22;23;0,00;5;437;15046;198722;1215690;0;0;0;0;0;0;0;0;6;9;7
291;21/01/2008;01;02;05;07;08;10;11;12;13;14;15;17;20;23;24;0,00;5;554;19853;244168;1365109;0;0;0;0;0;0;0;0;7;8;7
292;24/01/2008;02;03;05;07;08;09;11;12;13;16;17;21;22;24;25;0,00;1;513;17502;203845;1145496;0;0;0;0;0;0;0;0;6;9;7
293;28/01/2008;01;02;03;06;09;12;13;14;15;18;19;22;23;24;25;0,00;3;722;40725;266109;1420232;0;0;0;0;0;0;0;0;7;8;5
294;31/01/2008;01;02;03;04;05;07;08;11;12;15;16;20;23;24;25;0,00;3;451;14533;198742;1146969;0;0;0;0;0;0;0;0;7;8;6
295;07/02/2008;02;03;04;06;10;13;15;16;17;18;19;21;23;24;25;0,00;2;336;16242;237731;1327959;0;0;0;0;0;0;0;0;7;8;6
296;11/02/2008;02;03;06;07;08;11;12;14;15;16;17;18;19;22;25;0,00;5;319;12612;181976;1088291;0;0;0;0;0;0;0;0;8;7;6
297;14/02/2008;01;04;07;08;09;10;12;14;15;16;21;22;23;24;25;0,00;0;267;11711;165948;1000928;0;0;0;0;0;0;0;0;8;7;2
298;18/02/2008;01;03;04;06;07;08;11;12;13;14;15;16;21;22;24;0,00;2;421;15894;227004;1522778;0;0;0;0;0;0;0;0;8;7;4
299;21/02/2008;03;05;06;07;08;10;13;17;18;19;20;21;22;23;24;0,00;1;261;13134;195795;1051550;0;0;0;0;0;0;0;0;7;8;7
300;25/02/2008;03;04;07;08;09;11;12;15;17;19;20;21;22;23;25;0,00;5;671;20196;258453;1332471;0;0;0;0;0;0;0;0;5;10;6
301;28/02/2008;02;03;08;09;11;12;13;14;15;17;18;19;20;22;23;0,00;4;654;20814;274101;1312404;0;0;0;0;0;0;0;0;7;8;7
302;03/03/2008;02;04;05;06;09;10;11;12;14;15;16;18;20;22;25;0,00;9;906;26568;243704;1152753;0;0;0;0;0;0;0;0;10;5;3
303;06/03/2008;02;03;04;06;08;12;15;16;17;18;20;21;22;23;24;0,00;3;343;15661;203428;1079262;0;0;0;0;0;0;0;0;10;5;4
304;10/03/2008;01;03;04;05;12;14;15;16;17;18;19;20;21;22;25;0,00;0;259;9066;148763;997021;0;0;0;0;0;0;0;0;7;8;4
305;13/03/2008;02;03;04;05;08;10;11;12;13;18;20;21;22;24;25;0,00;3;584;21381;283628;1490712;0;0;0;0;0;0;0;0;9;6;5
306;17/03/2008;01;02;04;05;08;11;12;13;14;15;16;18;19;20;25;0,00;0;320;17342;202597;1229254;0;0;0;0;0;0;0;0;8;7;5
307;20/03/2008;01;03;04;06;09;10;12;14;15;17;19;20;21;23;24;0,00;22;1413;32008;275894;1240760;0;0;0;0;0;0;0;0;7;8;4
308;24/03/2008;01;02;04;05;12;13;15;16;18;19;21;22;23;24;25;0,00;2;409;15693;236924;1225502;0;0;0;0;0;0;0;0;7;8;5
309;27/03/2008;01;02;03;04;08;09;10;13;14;16;17;20;21;22;24;0,00;2;404;12892;173688;990478;0;0;0;0;0;0;0;0;9;6;4
310;31/03/2008;02;03;05;09;10;11;14;15;16;17;18;19;21;23;24;0,00;1;425;15440;201420;1160428;0;0;0;0;0;0;0;0;6;9;7
311;03/04/2008;02;04;05;07;10;12;14;15;16;17;19;20;23;24;25;0,00;9;651;23806;225341;1142240;0;0;0;0;0;0;0;0;8;7;6
312;07/04/2008;01;02;06;08;09;10;11;12;13;16;17;18;19;22;25;0,00;1;386;16143;211127;1238109;0;0;0;0;0;0;0;0;8;7;5
313;10/04/2008;02;03;06;07;09;10;12;14;15;16;17;18;19;23;25;0,00;3;456;18119;231723;1255491;0;0;0;0;0;0;0;0;7;8;6
314;14/04/2008;01;02;05;06;08;09;11;12;13;14;15;19;20;21;22;0,00;1;468;17436;212788;1261900;0;0;0;0;0;0;0;0;7;8;5
315;17/04/2008;02;03;05;06;08;11;13;14;16;17;19;20;21;23;24;0,00;10;1080;21712;211835;1071147;0;0;0;0;0;0;0;0;7;8;8
316;22/04/2008;01;03;04;06;07;08;10;12;13;14;15;18;19;23;24;0,00;1;434;16372;199719;1101192;0;0;0;0;0;0;0;0;8;7;5
317;24/04/2008;01;02;04;05;08;09;11;14;16;18;19;21;22;24;25;0,00;3;461;16254;179587;952067;0;0;0;0;0;0;0;0;8;7;4
318;28/04/2008;03;04;05;06;09;11;12;13;14;15;16;18;21;23;25;0,00;4;429;18173;221406;1258488;0;0;0;0;0;0;0;0;6;9;5
319;02/05/2008;01;03;04;06;08;09;10;12;14;16;17;19;20;23;24;0,00;7;751;27120;187666;917589;0;0;0;0;0;0;0;0;9;6;4
320;05/05/2008;01;03;06;09;11;12;14;15;17;18;19;21;22;23;25;0,00;3;493;17434;234131;1229263;0;0;0;0;0;0;0;0;5;10;5
321;08/05/2008;02;03;04;09;10;11;12;13;14;16;17;18;20;24;25;0,00;1;363;15732;193924;1100213;0;0;0;0;0;0;0;0;9;6;5
322;12/05/2008;01;02;03;05;07;12;13;15;16;17;18;20;21;23;24;0,00;2;509;22083;228275;1286179;0;0;0;0;0;0;0;0;6;9;7
323;15/05/2008;01;02;03;04;06;07;09;10;14;17;19;20;21;23;25;0,00;1;362;15703;205418;1101654;0;0;0;0;0;0;0;0;6;9;6
324;19/05/2008;01;02;03;04;06;07;08;09;10;12;16;20;21;23;24;0,00;4;290;11630;189382;1109531;0;0;0;0;0;0;0;0;9;6;4
325;23/05/2008;01;02;04;05;06;07;10;14;15;19;20;22;23;24;25;0,00;0;256;10643;149581;880526;0;0;0;0;0;0;0;0;8;7;5
326;26/05/2008;01;02;04;06;07;08;10;11;12;13;15;17;18;24;25;0,00;3;502;18802;238352;1338497;0;0;0;0;0;0;0;0;8;7;5
327;29/05/2008;01;02;03;04;08;12;13;14;15;16;17;18;19;21;23;0,00;4;418;16121;223081;1259895;0;0;0;0;0;0;0;0;7;8;6
328;02/06/2008;02;03;04;05;11;12;13;15;18;19;21;22;23;24;25;0,00;2;658;45227;246938;1427296;0;0;0;0;0;0;0;0;6;9;7
329;05/06/2008;01;02;03;04;08;09;13;14;17;18;20;21;23;24;25;0,00;5;606;21890;268768;1374725;0;0;0;0;0;0;0;0;7;8;5
330;09/06/2008;01;02;05;06;09;12;14;15;17;18;19;22;23;24;25;0,00;5;738;31136;296602;1469456;0;0;0;0;0;0;0;0;7;8;5
331;12/06/2008;01;03;05;06;07;12;13;15;16;18;19;21;22;23;25;0,00;7;1215;32125;300389;1421050;0;0;0;0;0;0;0;0;5;10;6
332;16/06/2008;02;03;05;06;07;10;11;12;14;19;20;21;23;24;25;0,00;4;511;17926;215746;1219635;0;0;0;0;0;0;0;0;7;8;7
333;19/06/2008;01;02;05;06;09;11;12;13;14;15;16;18;21;23;25;0,00;13;847;29908;259841;1376784;0;0;0;0;0;0;0;0;6;9;5
334;23/06/2008;01;02;06;07;08;11;13;15;16;17;18;21;22;23;25;0,00;5;564;27218;227334;1327880;0;0;0;0;0;0;0;0;6;9;6
335;26/06/2008;01;03;04;06;07;08;09;11;12;14;16;17;19;20;21;0,00;3;365;13738;188747;1009236;0;0;0;0;0;0;0;0;7;8;5
336;30/06/2008;01;02;03;05;06;08;10;11;14;15;16;17;19;22;25;0,00;7;655;21173;230794;1182316;0;0;0;0;0;0;0;0;7;8;6
337;03/07/2008;01;03;04;05;07;08;09;10;11;12;16;18;19;22;23;0,00;3;448;16514;211919;1140661;0;0;0;0;0;0;0;0;7;8;6
338;07/07/2008;03;04;05;06;07;09;12;14;15;16;17;19;20;21;25;0,00;2;487;18303;246771;1287428;0;0;0;0;0;0;0;0;6;9;5
339;10/07/2008;01;02;05;08;10;13;15;16;18;19;20;21;22;23;24;0,00;4;592;20706;240542;1259730;0;0;0;0;0;0;0;0;8;7;5
340;14/07/2008;02;03;04;05;06;08;09;10;11;14;19;20;21;22;25;0,00;1;327;12947;186327;1169660;0;0;0;0;0;0;0;0;8;7;5
341;17/07/2008;01;05;07;09;11;12;13;16;18;19;20;21;22;24;25;0,00;1;470;18651;218671;1192125;0;0;0;0;0;0;0;0;6;9;5
342;21/07/2008;01;03;04;08;11;12;13;15;16;19;20;21;22;23;25;0,00;3;526;22656;244613;1441615;0;0;0;0;0;0;0;0;6;9;5
